"","x"
"7465","16:21663460"
"7466","3:33602368"
"7467","6:152552713"
"7468","6:43323507"
"7469","19:9072091"
"7470","19:9002597"
"7471","5:22743994"
"7472","20:33330988"
"7473","2:120125058"
"7474","1:145363702"
"7475","1:201180100"
"7476","9:139399422"
"7477","12:7045918"
"7478","15:45003789"
"7479","7:55249022"
"7480","7:55249002"
"7481","7:55249019"
"7482","20:3278639"
"7483","1:120612194"
"7484","1:120611960"
"7485","9:43627428"
"7486","9:43628235"
"7487","11:64363313"
"7488","6:32557449"
"7489","6:32549402"
"7490","17:20768816"
"7491","2:97749417"
"7492","8:101730035"
"7493","8:101730043"
"7494","17:21318698"
"7495","17:21319654"
"7496","17:21318951"
"7497","23:135956575"
"7498","9:98209623"
"7499","17:79254478"
"7500","2:25457176"
"7501","11:64004670"
"7502","7:72436307"
"7503","9:133645683"
"7504","9:133594897"
"7505","9:133662973"
"7506","9:133595036"
"7507","9:133618808"
"7508","9:133738357"
"7509","14:103602278"
"7510","16:50708144"
"7511","6:16327918"
"7512","19:54754989"
"7513","15:65369395"
"7514","16:15781054"
"7515","20:1895835"
"7516","20:1902301"
"7517","5:140186986"
"7518","11:32417947"
"7519","2:216198049"
"7520","7:5997641"
"7521","10:113921450"
"7522","11:61906299"
"7523","6:32939894"
"7524","23:100611164"
"7525","20:62642739"
"7526","20:56821127"
"7527","9:130477768"
"7528","1:38397341"
"7529","17:7579882"
"7530","17:7577572"
"7531","19:41928870"
"7532","5:150943085"
"7533","17:4496467"
"7534","10:49462118"
"7535","9:20414373"
"7536","4:60210"
"7537","9:8317921"
"7538","12:50746243"
"7539","4:190878608"
"7540","6:32713771"
"7541","6:32713625"
"7542","3:75787864"
"7543","3:75787840"
"7544","12:10588581"
"7545","6:161519381"
"7546","12:53343231"
"7547","8:103573015"
"7548","6:31238886"
"7549","2:242738507"
"7550","9:5085417"
"7551","8:22570912"
"7552","4:164428226"
"7553","13:21729267"
"7554","13:21729252"
"7555","17:72350412"
"7556","1:45297753"
"7557","2:132110828"
"7558","1:117122284"
"7559","12:56645873"
"7560","1:23842029"
"7561","1:245453492"
"7562","6:46656464"
"7563","7:100641913"
"7564","7:100642578"
"7565","7:100639339"
"7566","5:15737402"
"7567","10:63958157"
"7568","23:51075841"
"7569","19:58385869"
"7570","3:195507372"
"7571","3:195513474"
"7572","3:195507406"
"7573","3:195513442"
"7574","3:195506752"
"7575","3:195511897"
"7576","3:195506590"
"7577","17:28890301"
"7578","19:54744710"
"7579","5:72199551"
"7580","22:26346494"
"7581","21:46011298"
"7582","18:56887507"
"7583","21:45649595"
"7584","15:40675107"
"7585","16:632115"
"7586","3:130190630"
"7587","2:219562675"
"7588","9:16812934"
"7589","14:44974189"
"7590","2:170493103"
"7591","5:40746885"
"7592","19:9590329"
"7593","10:43678796"
"7594","15:23259512"
"7595","5:79950715"
"7596","5:79950708"
"7597","2:174820052"
"7598","19:38102626"
"7599","6:16327912"
"7600","13:33344896"
"7601","6:30954434"
"7602","1:78311649"
"7603","19:55107313"
"7604","11:1265786"
"7605","13:46170726"
"7606","16:46723598"
"7607","4:153247168"
"7608","12:6781590"
"7609","6:29910478"
"7610","20:37146239"
"7611","13:25671369"
"7612","19:17945969"
"7613","19:23544724"
"7614","16:2521965"
"7615","12:39776565"
"7616","7:19184745"
"7617","15:87507264"
"7618","7:74193668"
"7619","14:37050561"
"7620","3:195506953"
"7621","3:195514324"
"7622","3:195506318"
"7623","3:195506597"
"7624","7:20824953"
"7625","1:177915474"
"7626","8:67712601"
"7627","13:111372025"
"7628","6:5668909"
"7629","9:101056122"
"7630","10:46999604"
"7631","10:46999596"
"7632","4:24801315"
"7633","11:35010121"
"7634","2:46607400"
"7635","2:233273207"
"7636","12:112888211"
"7637","6:31106507"
"7638","8:134052225"
"7639","19:49558667"
"7640","6:17556937"
"7641","3:42251604"
"7642","3:75787918"
"7643","9:124679770"
"7644","19:7754294"
"7645","8:110984838"
"7646","17:7577154"
"7647","7:33028127"
"7648","17:7577555"
"7649","14:78299681"
"7650","6:107391608"
"7651","1:245133539"
"7652","16:74445473"
"7653","20:60034026"
"7654","2:74642280"
"7655","12:5021439"
"7656","4:153244091"
"7657","3:138453486"
"7658","15:55631510"
"7659","4:144922436"
"7660","18:21694216"
"7661","12:25380282"
"7662","19:12541141"
"7663","12:111786082"
"7664","14:31598609"
"7665","15:85256521"
"7666","4:107156512"
"7667","23:135732424"
"7668","10:93576"
"7669","1:981868"
"7670","1:29557361"
"7671","19:43865324"
"7672","16:56966011"
"7673","3:89259262"
"7674","17:21319407"
"7675","2:108496435"
"7676","10:63852248"
"7677","1:13368446"
"7678","20:61444697"
"7679","12:112225022"
"7680","16:88504210"
"7681","11:5809808"
"7682","9:33385667"
"7683","5:140032606"
"7684","12:9317784"
"7685","7:77423468"
"7686","17:7578529"
"7687","17:7578505"
"7688","19:42799049"
"7689","19:42797381"
"7690","1:95444866"
"7691","9:37486603"
"7692","8:95952424"
"7693","7:78603522"
"7694","12:56999562"
"7695","20:44513003"
"7696","8:19171299"
"7697","1:155532316"
"7698","17:39240745"
"7699","5:175717627"
"7700","12:56491645"
"7701","6:30917212"
"7702","4:90170118"
"7703","18:28714107"
"7704","3:47749581"
"7705","11:32410774"
"7706","15:43118227"
"7707","15:41865525"
"7708","1:204516025"
"7709","7:76069937"
"7710","21:40028193"
"7711","21:40029361"
"7712","21:40032244"
"7713","17:39197538"
"7714","17:27967627"
"7715","20:62038077"
"7716","12:123200693"
"7717","3:43614501"
"7718","7:143826735"
"7719","22:23543186"
"7720","7:150558263"
"7721","7:106513011"
"7722","23:12841451"
"7723","19:39735106"
"7724","7:102389833"
"7725","10:50122181"
"7726","1:248084854"
"7727","12:16111467"
"7728","1:152278434"
"7729","1:152276459"
"7730","16:85942643"
"7731","4:55594221"
"7732","7:76069881"
"7733","18:59942759"
"7734","2:43937747"
"7735","1:2491205"
"7736","7:128483884"
"7737","7:140507744"
"7738","7:100643367"
"7739","7:100646199"
"7740","7:100634964"
"7741","11:74556103"
"7742","6:42933527"
"7743","12:101368637"
"7744","17:1964770"
"7745","6:41754575"
"7746","12:3049504"
"7747","10:89717615"
"7748","10:89692902"
"7749","10:89690820"
"7750","10:89653808"
"7751","19:51274851"
"7752","15:89806710"
"7753","21:44514970"
"7754","10:60148579"
"7755","1:144828764"
"7756","7:53104142"
"7757","13:28609758"
"7758","17:39340812"
"7759","9:33385808"
"7760","9:33385165"
"7761","6:65149185"
"7762","1:161483723"
"7763","20:40733279"
"7764","14:71275799"
"7765","7:143964267"
"7766","1:78024347"
"7767","23:76909629"
"7768","16:67671661"
"7769","5:180055903"
"7770","11:8751889"
"7771","17:28811847"
"7772","3:75786440"
"7773","16:312010"
"7774","11:66335541"
"7775","19:50463982"
"7776","3:178928079"
"7777","3:178916946"
"7778","18:43103165"
"7779","7:42088222"
"7780","10:37430875"
"7781","7:151927016"
"7782","7:151962168"
"7783","7:151945072"
"7784","8:9564437"
"7785","12:11035274"
"7786","18:662370"
"7787","23:6451869"
"7788","16:74425358"
"7789","22:24717850"
"7790","2:86831022"
"7791","2:73675228"
"7792","7:100371474"
"7793","1:154027187"
"7794","4:103189231"
"7795","22:50721182"
"7796","13:114288971"
"7797","9:134807542"
"7798","9:140374861"
"7799","19:4499665"
"7800","15:23606532"
"7801","12:11244066"
"7802","12:11244321"
"7803","2:112754828"
"7804","7:143964018"
"7805","1:167385343"
"7806","11:11373808"
"7807","2:172182387"
"7808","6:44233400"
"7809","14:74824469"
"7810","2:46707889"
"7811","17:48157829"
"7812","1:148006621"
"7813","1:148012892"
"7814","12:49427652"
"7815","10:24624238"
"7816","18:14542949"
"7817","18:14543057"
"7818","5:140052285"
"7819","19:8386862"
"7820","1:17248532"
"7821","19:1037766"
"7822","20:31022288"
"7823","12:112888163"
"7824","11:108114676"
"7825","15:101512541"
"7826","17:78064015"
"7827","20:29632714"
"7828","20:29628328"
"7829","17:56386385"
"7830","11:45986887"
"7831","17:4619828"
"7832","19:30101416"
"7833","14:89878540"
"7834","21:40011916"
"7835","21:40029568"
"7836","21:40008668"
"7837","19:12222861"
"7838","16:20803451"
"7839","19:37879852"
"7840","12:120763699"
"7841","19:41858921"
"7842","11:71507157"
"7843","6:31323202"
"7844","6:31324144"
"7845","6:31324603"
"7846","1:154842231"
"7847","1:158435715"
"7848","19:17448961"
"7849","10:123337335"
"7850","15:83015346"
"7851","17:77111772"
"7852","4:187539951"
"7853","16:67650756"
"7854","17:40945888"
"7855","16:55862791"
"7856","4:4239697"
"7857","9:43844263"
"7858","8:95655596"
"7859","16:1306347"
"7860","16:84438512"
"7861","1:16902894"
"7862","1:16905789"
"7863","17:1539080"
"7864","2:233426526"
"7865","3:10183748"
"7866","3:10191532"
"7867","6:57398207"
"7868","6:57246982"
"7869","1:44450686"
"7870","1:62916279"
"7871","16:70208251"
"7872","11:34937931"
"7873","1:145302695"
"7874","1:145330748"
"7875","1:145361463"
"7876","9:139995362"
"7877","10:51748584"
"7878","3:75786516"
"7879","3:75788432"
"7880","3:75787057"
"7881","4:1388726"
"7882","5:149505306"
"7883","11:1093135"
"7884","11:1092884"
"7885","11:1258286"
"7886","12:64812728"
"7887","18:25543387"
"7888","17:41352520"
"7889","7:65440854"
"7890","16:28619911"
"7891","17:16623489"
"7892","17:16623469"
"7893","7:148033648"
"7894","22:24176353"
"7895","19:22271941"
"7896","21:30339215"
"7897","17:47696425"
"7898","18:42456670"
"7899","7:75028599"
"7900","17:80895745"
"7901","16:4744423"
"7902","20:3838441"
"7903","1:22446566"
"7904","8:144890873"
"7905","6:66014572"
"7906","13:33608080"
"7907","3:195509212"
"7908","3:195506435"
"7909","3:195482083"
"7910","3:195509717"
"7911","3:195511556"
"7912","6:71235783"
"7913","1:145281613"
"7914","20:60887468"
"7915","23:47444879"
"7916","1:18809292"
"7917","12:11183642"
"7918","23:153418541"
"7919","1:213180441"
"7920","18:44424666"
"7921","1:179783095"
"7922","6:32610736"
"7923","6:29910699"
"7924","6:29910482"
"7925","6:31380161"
"7926","19:22363634"
"7927","3:73474183"
"7928","1:110279701"
"7929","8:145579962"
"7930","19:2917842"
"7931","8:52733144"
"7932","11:1018024"
"7933","11:1017447"
"7934","4:367245"
"7935","17:73626921"
"7936","23:110987999"
"7937","1:1116230"
"7938","19:21992094"
"7939","19:22002033"
"7940","5:79372786"
"7941","1:89449483"
"7942","1:89448896"
"7943","1:89448623"
"7944","12:22811995"
"7945","11:3061780"
"7946","19:38376042"
"7947","2:130877893"
"7948","4:88537035"
"7949","15:23685043"
"7950","15:23685126"
"7951","15:78908010"
"7952","7:44680507"
"7953","19:41354538"
"7954","3:52692359"
"7955","23:140993864"
"7956","12:4388084"
"7957","3:195505766"
"7958","3:195510415"
"7959","3:195513502"
"7960","3:195513680"
"7961","6:44108150"
"7962","19:36430379"
"7963","5:112175273"
"7964","13:48942685"
"7965","6:33048691"
"7966","9:123632181"
"7967","15:66774131"
"7968","15:22077592"
"7969","1:205308910"
"7970","12:21665217"
"7971","16:71678663"
"7972","16:71683718"
"7973","16:87637930"
"7974","7:151971015"
"7975","7:151921114"
"7976","2:11053024"
"7977","10:28284008"
"7978","1:201180153"
"7979","17:39346622"
"7980","7:40255724"
"7981","17:39190954"
"7982","22:50616656"
"7983","15:85400273"
"7984","1:16462204"
"7985","1:146414187"
"7986","9:85674216"
"7987","21:45649582"
"7988","12:11214386"
"7989","1:240370985"
"7990","1:35351083"
"7991","15:84909434"
"7992","19:36002393"
"7993","19:55873642"
"7994","19:17397499"
"7995","5:175665522"
"7996","10:96971738"
"7997","1:74575221"
"7998","12:11174390"
"7999","9:67927015"
"8000","9:67968756"
"8001","17:70119914"
"8002","23:1712421"
"8003","14:36075976"
"8004","6:88144707"
"8005","16:1291454"
"8006","11:117789327"
"8007","11:11373925"
"8008","21:45971109"
"8009","21:46020721"
"8010","19:44174265"
"8011","10:101646368"
"8012","6:142738318"
"8013","6:170060934"
"8014","14:105412363"
"8015","1:46494565"
"8016","9:33797928"
"8017","1:27023721"
"8018","1:27105553"
"8019","20:25268920"
"8020","1:12888371"
"8021","7:73745896"
"8022","16:1291175"
"8023","9:21971188"
"8024","5:149435759"
"8025","17:27064863"
"8026","21:36164843"
"8027","3:31659458"
"8028","2:240002829"
"8029","9:35674204"
"8030","9:35674208"
"8031","18:45394805"
"8032","9:117506"
"8033","14:31032379"
"8034","17:8048169"
"8035","17:8052531"
"8036","21:43531497"
"8037","23:56591880"
"8038","9:139997098"
"8039","8:53543105"
"8040","17:1359363"
"8041","9:70177655"
"8042","7:100679254"
"8043","8:101206459"
"8044","9:32526146"
"8045","21:34614255"
"8046","2:26534419"
"8047","8:39872935"
"8048","1:45293752"
"8049","19:12187275"
"8050","3:194147857"
"8051","1:11848068"
"8052","18:50832017"
"8053","7:56087365"
"8054","9:20925418"
"8055","11:56143699"
"8056","11:73021533"
"8057","1:248112745"
"8058","7:100350550"
"8059","9:139902786"
"8060","11:48346932"
"8061","11:48347363"
"8062","1:186276640"
"8063","3:32995907"
"8064","14:21560770"
"8065","11:46404340"
"8066","4:103826685"
"8067","20:18464194"
"8068","4:106570005"
"8069","14:94120117"
"8070","11:64457926"
"8071","14:105415264"
"8072","9:127253972"
"8073","3:187459497"
"8074","12:7521586"
"8075","11:71276948"
"8076","3:75714835"
"8077","6:170627769"
"8078","11:88042396"
"8079","20:29628278"
"8080","11:58378424"
"8081","22:39497509"
"8082","1:13448351"
"8083","23:70767673"
"8084","18:658064"
"8085","7:138602916"
"8086","7:8219394"
"8087","11:56468416"
"8088","11:56468020"
"8089","11:56468720"
"8090","2:98611994"
"8091","3:30851922"
"8092","8:11189591"
"8093","12:57872994"
"8094","4:140811107"
"8095","4:46060365"
"8096","22:32794012"
"8097","12:121678338"
"8098","5:52207784"
"8099","5:70766240"
"8100","7:116412044"
"8101","1:46073323"
"8102","13:47243195"
"8103","3:10188254"
"8104","8:101721727"
"8105","19:56320663"
"8106","6:71508379"
"8107","6:73108726"
"8108","1:9780836"
"8109","8:51279312"
"8110","3:52584715"
"8111","15:82932833"
"8112","17:3438998"
"8113","5:11419183"
"8114","17:39253886"
"8115","17:36861983"
"8116","10:96798741"
"8117","7:103969410"
"8118","19:4511525"
"8119","23:83403069"
"8120","3:195452987"
"8121","5:70806649"
"8122","2:68406141"
"8123","4:143683480"
"8124","11:62549652"
"8125","11:118426696"
"8126","7:2963931"
"8127","7:2979559"
"8128","1:155161733"
"8129","7:143269773"
"8130","23:118603709"
"8131","19:49657889"
"8132","18:18531790"
"8133","9:107361599"
"8134","2:129026227"
"8135","16:64982477"
"8136","5:94030836"
"8137","23:150349649"
"8138","9:102974854"
"8139","9:136340607"
"8140","17:58541480"
"8141","1:74957835"
"8142","1:115829313"
"8143","20:18515848"
"8144","1:13695787"
"8145","23:106108899"
"8146","11:104879696"
"8147","19:55698737"
"8148","6:152420095"
"8149","5:138643135"
"8150","16:3788617"
"8151","17:21203907"
"8152","17:21202237"
"8153","5:170820024"
"8154","8:11872395"
"8155","15:30699639"
"8156","19:37487873"
"8157","1:152188964"
"8158","17:78248911"
"8159","14:94120120"
"8160","7:144062632"
"8161","8:69104723"
"8162","11:6411966"
"8163","16:88947780"
"8164","15:64967254"
"8165","16:70178401"
"8166","21:10920116"
"8167","10:135439015"
"8168","10:135438955"
"8169","10:135439457"
"8170","10:135438635"
"8171","1:145366857"
"8172","1:145354324"
"8173","1:152082971"
"8174","3:195452005"
"8175","19:54675762"
"8176","11:1090937"
"8177","1:1273278"
"8178","19:9005616"
"8179","19:9015374"
"8180","1:145326106"
"8181","2:180348096"
"8182","1:201178965"
"8183","1:201178904"
"8184","16:1306918"
"8185","9:139390791"
"8186","22:34212665"
"8187","23:135958704"
"8188","7:55259439"
"8189","11:64032516"
"8190","1:120612014"
"8191","1:120539331"
"8192","8:125463574"
"8193","16:28998139"
"8194","4:2661599"
"8195","6:32546743"
"8196","6:32552016"
"8197","6:32549525"
"8198","6:32557486"
"8199","21:36410910"
"8200","8:27312040"
"8201","1:213031948"
"8202","8:101730064"
"8203","6:55128600"
"8204","2:96780985"
"8205","19:36223007"
"8206","2:142004796"
"8207","17:21319369"
"8208","9:133646592"
"8209","22:20718525"
"8210","12:52845435"
"8211","14:63920054"
"8212","9:87563562"
"8213","13:28624294"
"8214","15:34674034"
"8215","13:100438472"
"8216","19:35532598"
"8217","9:164038"
"8218","14:26917309"
"8219","23:140335818"
"8220","9:12775871"
"8221","8:110447122"
"8222","19:10676486"
"8223","17:32961994"
"8224","15:28953545"
"8225","13:28592637"
"8226","16:19725715"
"8227","20:56823395"
"8228","17:21204290"
"8229","17:21216846"
"8230","17:21217513"
"8231","16:846827"
"8232","6:44243559"
"8233","17:7578445"
"8234","1:229631734"
"8235","19:16283794"
"8236","19:12575498"
"8237","4:190876093"
"8238","4:190876175"
"8239","4:190876293"
"8240","4:190874234"
"8241","7:102760130"
"8242","3:75786230"
"8243","3:75786681"
"8244","3:75786737"
"8245","23:70349258"
"8246","1:151196712"
"8247","3:25833048"
"8248","4:70513139"
"8249","3:50135022"
"8250","15:28518046"
"8251","19:49536390"
"8252","17:12642612"
"8253","6:31239060"
"8254","9:5090641"
"8255","4:996012"
"8256","16:30736378"
"8257","1:22927326"
"8258","4:1808286"
"8259","23:44938563"
"8260","19:53854397"
"8261","4:151236754"
"8262","7:138545996"
"8263","11:71507299"
"8264","10:50678717"
"8265","7:100646055"
"8266","6:30297032"
"8267","23:1643306"
"8268","1:153279552"
"8269","10:112696573"
"8270","1:16385042"
"8271","15:73537318"
"8272","8:118184783"
"8273","15:23264144"
"8274","15:23259835"
"8275","1:165200539"
"8276","8:67575349"
"8277","14:77493788"
"8278","5:79950512"
"8279","22:24176330"
"8280","12:31256905"
"8281","7:39500265"
"8282","2:169997032"
"8283","16:20570661"
"8284","1:206651107"
"8285","19:51146635"
"8286","6:30954999"
"8287","14:21966415"
"8288","6:29910721"
"8289","12:53343148"
"8290","1:111957517"
"8291","13:25671759"
"8292","11:61539020"
"8293","3:195508499"
"8294","3:195513667"
"8295","3:195514489"
"8296","3:195508238"
"8297","3:195508502"
"8298","18:67809649"
"8299","22:21481561"
"8300","14:58814458"
"8301","1:1666251"
"8302","1:201178680"
"8303","10:46999592"
"8304","5:174949363"
"8305","7:142458451"
"8306","23:82764042"
"8307","5:122425832"
"8308","3:9510500"
"8309","16:68025801"
"8310","17:8047060"
"8311","12:11461745"
"8312","6:70506728"
"8313","3:49405969"
"8314","6:17602895"
"8315","17:45377705"
"8316","23:135956342"
"8317","7:129666125"
"8318","9:23704955"
"8319","3:75786598"
"8320","3:75786499"
"8321","3:42679493"
"8322","1:204512100"
"8323","5:115177621"
"8324","17:7578281"
"8325","12:104359763"
"8326","20:23967157"
"8327","17:39261693"
"8328","3:160219827"
"8329","1:245133624"
"8330","23:6451856"
"8331","4:153247373"
"8332","12:11461580"
"8333","12:110027406"
"8334","1:248436638"
"8335","14:61986808"
"8336","5:1074704"
"8337","15:99511803"
"8338","8:59498320"
"8339","5:23527239"
"8340","5:23527323"
"8341","7:63538806"
"8342","9:93637015"
"8343","19:1223125"
"8344","5:112175213"
"8345","7:57187809"
"8346","12:106820980"
"8347","10:37433983"
"8348","1:215844436"
"8349","1:197141251"
"8350","14:81557391"
"8351","1:8426989"
"8352","5:833915"
"8353","15:79058298"
"8354","15:79065470"
"8355","20:32420599"
"8356","2:178988928"
"8357","17:28505174"
"8358","19:7163230"
"8359","19:7122512"
"8360","1:207139110"
"8361","10:119092638"
"8362","6:117996867"
"8363","7:139167934"
"8364","22:50693521"
"8365","15:23685003"
"8366","9:111905812"
